reviewstext,reviews_rating,reviews_numhelpful
surface pro type cover keyboard does everything claims love,5,-1
not sure if extra money worth fingerprint,5,-1
works well surface 4 pro fingerprint reader has come handy,4,-1
okay keyboard fingerprint works greatbacklight helpful usefulwould like see unit made more ridged,4,-1
excellent keyboard,5,-1
just cant say surprised feelresponse keyboard way beyond expectations,5,-1
feels little cheap surprisingly holds up great fingerprint works 90 time not most comfortable type long periods time,4,-1
love tablet keyboard very pleased purchase,5,-1
if sold surface must keyboard,5,-1
dont use fingerprint now option like lighted keys responsiveness keys,5,-1
nice flat times keys dont work until reset cursor nice having finger print id,3,-1
bought fingerprint id scanner must say am impressed love works if not worried about fingerprint id then no different then other typepads available,5,-1
really like feel keyboard nice type crazy thinwhen first got keyboard windows wasnt great reading finger print if didnt place same part finger pad each time wouldnt work now take couple different parts finger works much better,5,-1
fantastic super fast logins no more passwords windows hello,5,-1
does everything need do use school,4,-1
am impressed fast tablet being did not splurge fastest processor highest memory needed tablet school has surpassed expectations so far,4,-1
seems like works fine havent really used yet im just using onscreen keyboard need type something,5,-1
usual microsoft has created masterful keyboard surface tablet keyboard fingerprint sensor keys better spaced out than surface 3 keyboard,5,-1
great keyboard works fantastic never has problem however if do surface pro four facial recognition dont need fingerprint reader,5,-1
love external keyboard turns surface pro into laptop only wish material made were easier clean,4,-1
works great perfect meeting taking minutes,5,-1
am loving new surface keyboard makes surface must more user friendly love being able fingerprint log instead typing password each time being able adjust lighted background keyboard really nice love feel text keyboard itself am extremely happy quality,5,-1
type cover feels good detach set up keys quiet,5,-1
product serves purpose purchased,5,-1
skeptical fingerprint sensor because issues apple products old hp laptop fingerprint sensor surface pro type covers fingerprint sensor works great glad stepped up keyboard,5,-1
mine lasted year use more than 8hr hours day keyboard price point normally lasts decades,4,-1
purchased go new microsoft surface pro 4 123 512gb intel core i7 silver we purchased,5,-1
love backlighting finger print sign quick attachmentdetachment feature,5,-1
perfect im so glad bought husband loves doesnt want anyone touch nor use laptop we love shopping vest buy electronic gaming system,5,-1
originally considered just using bluetooth keyboard instead paying 160 because thought would awful use after purchasing very surprised much like typing keyboard key travel isnt very deep since so thin really enjoy tactile feel sound fingerprint scanner main reason chose version over normal version works well most time sometimes need cleaned before able read only two gripes one model fingerprint scanner only available black really wanted gray alcantara model second keys scanner shows oils fingers lot more keyboards owned past gets tranferred onto screen closed,4,-1
