content,rating,helpfulness
These deep pockets are what we needed! Most other sheets would pop up from the corners and barely fit our deep mattress and 3 inch topper. Very pleased.,5.0,-1
Great sheets..sure beats buying them from sleep number for 209/300.00 dollars I paid 38.00 bought 3 pairs...totally worth it.,5.0,1
Super soft and stretchy! I was worried because they were cheap and I was afraid they would be cheaply made but no worries they are wonderful!,5.0,-1
"The color is a beautiful pale peach color, jus as pictured. Washed well, very soft. Impressed with fast delivery and how vibrant the color is.",5.0,-1
"love love love them. they don't come off the sides of the mattress.
they fit like a glove on the mattress",5.0,-1
This is my third set i love the deep pockets size and texture. I will order other colors for all my beds.,5.0,-1
Don't hesitate to buy..... couldn't believe the price for the higher quality....the elastic corners fit perfect and easy to put on bed.  Pillow cases are high quality.,5.0,-1
"Dad will be 90 next year and needed new sheets.
He loves the feel and they do not pop off the mattress.
Price is great and they wash great.
Thank you for making a great product.",5.0,-1
"I was really skeptical after seeing other reviews where others were ripped/stained when they received them. But I got them anyways and boy are they soft, smooth and perfect. I love them so much!",5.0,1
"Love these sheets. They're soft and fit perfectly over the pillow top on my Mattress. The other sheets pop off the edges of the bed, but these sheets stay put and I have no problem making my bed after washing my sheets.",5.0,1
I am always hesitant about shopping colors online as what you see may not be what you get. The colors were spot on and matched exactly to my comforter.,5.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
I still do not know how these sheets look or feel! They were supposed to be here by 12/24/2020--tracking says they are still in New Jersey(since 12/21/2020). They got their money---I want my sheets!!!,1.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
Loved everything about these sheets. I would definitely purchase again. In fact I am going to purchase more colors in this collection. Exceptional quality and great price.,5.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
"4/5 Just because it was not a custard yellow color as the picture displays it is way more light almost like a pale yellow, not what I was going for but it will do.",4.0,-1
"I am pleased with these sheets. Color same as picture texture is nice and soft, and they fit but barely. Would have liked them to be a little deeper (my mattress is approx 15inches) and white elastic shows.",5.0,-1
"The softest sheets out there. They wash so nice and love the color selection.
I bout one set for my daughter, loved them so much and bought 7 more sets!!!",5.0,-1
Very nice! Super soft and breathable. Colors are amazing! Fit my 12” mattress with ease! Highly recommend! They feel like sheets I've paid $100 for. Very good price on this set!,5.0,-1
I love this aqua color! The sheets are so soft and I like that you don't have to iron them. They are very pretty and comfortable to sleep on. They also dry fast in the dryer.,5.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
Very soft and luxurious feeling. Fit my 12” mattress with ease. The colors are amazing and vibrant (even after washing). I purchased in several colors! Will buy again!,5.0,-1
These are super soft comfortable sheets that also fit my thick mattress easily.  The flat sheet is also long enough to tuck in so that it stays tucked.,5.0,-1
"Softest sheets out there!!!
Absolutely love them.
I ordered the grey for my first set and loved them so much I came back to order 7 more sets.
Love the color selection as well!",5.0,-1
"This sheet set does not feel like a $35 sheet set.... $10 sheet set more like it.  The fitted sheet fits too big, not a snug fit.  I've washed these for the first time and already the fabric has some weird spots like the thread has gotten snagged.  The pillow cases have lost its shape and I haven't even slept on them yet.  I wanted to wash them before sleeping on them.  The feel of the fabric is just weird, I guess I know not to purchase microfiber again.  All this is even before I have slept on them.",1.0,-1
